,SALE PRICE
3,2.4781710773361008
6,2.1741639129992496
76,-0.20613156146697775
79,0.09465305310526427
80,0.11391409701345866
81,0.537928950797965
85,0.16405651188296794
86,1.6951157529147929
87,0.2942031130054806
95,-0.0270957775860463
100,0.07693467121767106
104,0.11227640183936247
112,0.8091384237944501
116,1.5998490009291346
117,-0.3801225814312544
118,0.6066162945862107
122,0.35116461206347793
123,0.35116461206347793
124,0.031070566285216056
125,0.021088865897268393
127,0.8691751692643851
128,0.10854662771942956
129,1.3008832827015795
130,0.691115832641492
131,1.555263849206984
133,1.2416929784751676
134,0.691115832641492
135,0.8785858927267125
136,1.3920685518471292
137,1.1741301868851468
138,1.3271489940546386
139,0.8063926712315234
140,0.7529265416992567
141,1.4203203775151123
142,0.691115832641492
143,1.3417967732282077
144,0.8898437926472506
145,0.9611599257378072
147,1.5998490009291346
148,0.7962082157760012
149,1.4465864975576133
150,0.7970303018837726
151,1.0389318517210506
152,1.4636020646840315
153,0.7791926537500881
154,1.6658755082185255
155,1.0721560004609347
156,0.8803042089553099
157,1.4465864975576133
158,0.8122136510547705
159,1.8824381728225523
160,2.5583007413365184
161,0.8729240477485087
162,1.6658755082185255
163,1.7552961928527422
164,1.1508925858626133
165,0.9769010669958706
166,2.689362119163523
168,0.07032516462560767
169,1.7505013697897749
170,0.9769010669958706
171,1.0560368169409668
172,2.222107852220891
174,2.75107981484459
176,0.17310533789150098
177,0.040984131761620364
178,0.182098133727867
180,2.10053152162341
181,-0.18289376392601608
182,-0.07197488365261108
184,0.4808551691165341
185,-0.5346086562494382
186,1.4010838987207406
187,1.9306671392323436
188,1.0770051960044689
195,2.388269811671271
215,2.009190757674535
222,1.1559934639406333
223,-0.7829058336417849
224,-0.1820410577738446
233,2.301326205921315
485,0.691115832641492
487,0.21050650960860695
488,1.8533383666247858
489,1.9912446648789552
490,2.387877236106423
491,2.0933358015053942
493,1.875855610275179
495,2.182055838525992
498,2.720177938907058
500,1.9225761258464957
506,1.9625878341453433
507,2.011151357472639
508,1.8754572812249872
509,1.9625878341453433
534,1.9834850747270683
535,0.1622399614656154
536,0.9131886158502118
537,0.5727608610610426
538,0.5380973469118495
539,0.5450965521984384
540,0.5520621880583029
541,0.5239969227952574
542,0.05083048619911968
544,0.7649791625772299
546,0.4808551691165341
547,0.4808551691165341
548,0.13656676020900377
550,0.5168950393746784
551,0.45136517701164786
552,1.2154272927214584
553,1.2587837308388046
554,-1.4847320952199694
555,0.5931686768323524
557,2.0344493626851072
558,2.021874970863636
562,2.5809747510510475
563,2.407764511032265
564,0.7517157600742322
565,0.8180113933903241
567,0.8466579343419465
568,0.8691751692643851
569,0.8691751692643851
570,0.840973650964265
571,2.0344493626851072
572,1.9573162016470378
585,0.7468625142126724
586,1.0770051960044689
587,1.5482814656248953
588,1.7895530091945575
589,2.7357110642488864
593,2.5014959551117193
595,1.6166391649742886
596,2.672556185078165
597,0.7285170181189649
598,0.5589945749648315
599,1.9493727005884611
600,2.4327226043099675
601,2.083685711493835
602,1.1478647488615783
603,1.6332374373166723
604,1.5998490009291346
605,1.9076245061347479
606,2.0666422092900145
607,1.7565780860952536
608,1.0177180785804467
609,0.779311507426438
610,0.7285170181189649
611,0.11906145463306031
612,0.031070566285216056
613,0.17310533789150098
615,2.254745928012753
616,2.5895431142116547
617,0.48668198627718795
619,0.37490899003762707
620,0.45136517701164786
621,1.4911799400787005
623,1.0721560004609347
624,1.0025102676646842
625,1.3008832827015795
626,1.7290303736556025
627,1.4580454318260656
628,1.861823297011289
629,1.6658755082185255
630,2.1660262422645693
631,1.5828624563367568
632,1.4948153185946544
633,1.875855610275179
634,2.061735673558354
635,0.30577554102871163
636,0.44090056628524726
637,0.5239969227952574
638,0.6847875767893257
639,-0.08269324626575754
640,0.9871415246586227
642,1.0177180785804467
643,1.3578448136789458
644,-0.8867210043073313
645,-0.44768504146255617
647,0.1999183806619518
648,1.3020363920531877
650,1.3008832827015795
651,0.45508433960291605
653,0.8691751692643851
654,0.8968394833966997
655,1.4203203775151123
664,0.33511658047923076
665,0.39052561495915805
666,0.45136517701164786
667,-1.5252225970499371
670,2.095738338373178
672,2.1774171495219035
673,2.3075638673496264
674,1.9306671392323436
675,2.243947861512884
676,2.656328827863337
677,1.5306772139406715
679,1.3008832827015795
680,2.112445724692639
681,1.9772474137452591
683,1.0770051960044689
685,1.875855610275179
686,1.6819235504425631
687,1.875855610275179
688,1.3008832827015795
690,2.131307460117233
696,2.688604230848802
698,2.107691765585421
699,1.854755968610289
700,1.1707366037756164
702,1.9306671392323436
703,2.0568125054760142
704,1.2587837308388046
705,1.8476540810223285
706,2.107691765585421
707,2.4377462502664904
708,2.2654643032823794
709,1.6787280969053082
712,0.4735386185161686
713,1.2799860466302055
714,1.555263849206984
715,1.4948153185946544
716,1.996394787902973
717,1.6086712498759737
718,1.0476641433808782
719,1.5306772139406715
750,1.6658755082185255
751,-1.8134383051390262
752,0.41364014230031015
753,0.6132936964657194
754,0.8891464437606412
755,0.5025862314647852
756,1.9573162016470378
757,-0.07197488365261108
759,1.6658755082185255
760,1.9573162016470378
761,1.2799860466302055
762,2.5014959551117193
765,2.188719410715904
766,2.5014959551117193
767,0.5097582571582592
768,1.243755762621618
769,0.39672554811388316
771,1.0525956683215474
772,0.2606216861120995
773,1.431741140885815
774,1.3091587059938592
775,2.0015267125809117
776,1.4948153185946544
777,0.7709681710149949
778,0.9131886158502118
779,1.7091180402969346
780,0.8803042089553099
781,1.0914563871018275
782,0.2942031130054806
783,0.33511658047923076
784,0.07032516462560767
785,-0.5331409140826796
786,-0.19446618668002427
789,0.2606216861120995
791,1.4758111939748273
792,1.0962407167685158
