dataset,metafolds,experiments,cutoff,seed,time
nsvhn,1,2000,10,1795646,38248
nsvhn,1,2000,10,1795647,32656
nsvhn,1,2000,10,1795648,39373
nsvhn,1,2000,10,1795649,44656
nsvhn,1,2000,10,1795650,51266
