dataset,metafolds,experiments,cutoff,seed,stage,component,value
fashion-mnist,1,5000,10,1585358,prediction,scaling,False
fashion-mnist,1,5000,10,1585358,prediction,algorithm,SVM
fashion-mnist,3,2000,15,1545495,preprocessing,pre_scaling,False
fashion-mnist,3,2000,15,1545495,preprocessing,f_eng1,None
fashion-mnist,3,2000,15,1545495,preprocessing,f_eng2,None
fashion-mnist,3,2000,15,1545495,prediction,scaling,True
fashion-mnist,3,2000,15,1545495,prediction,algorithm,LogisticRegression
fashion-mnist,3,2000,15,1545496,preprocessing,pre_scaling,True
fashion-mnist,3,2000,15,1545496,preprocessing,f_eng1,Selection
fashion-mnist,3,2000,15,1545496,preprocessing,f_eng2,None
fashion-mnist,3,2000,15,1545496,prediction,scaling,False
fashion-mnist,3,2000,15,1545496,prediction,algorithm,KNeighbors
fashion-mnist,3,2000,15,1545497,preprocessing,pre_scaling,False
fashion-mnist,3,2000,15,1545497,preprocessing,f_eng1,None
fashion-mnist,3,2000,15,1545497,preprocessing,f_eng2,None
fashion-mnist,3,2000,15,1545497,prediction,scaling,True
fashion-mnist,3,2000,15,1545497,prediction,algorithm,SVM
fashion-mnist,3,2000,15,1545498,preprocessing,pre_scaling,False
fashion-mnist,3,2000,15,1545498,preprocessing,f_eng1,None
fashion-mnist,3,2000,15,1545498,preprocessing,f_eng2,Selection
fashion-mnist,3,2000,15,1545498,prediction,scaling,True
fashion-mnist,3,2000,15,1545498,prediction,algorithm,SVM
fashion-mnist,3,2000,15,1545499,preprocessing,pre_scaling,False
fashion-mnist,3,2000,15,1545499,preprocessing,f_eng1,None
fashion-mnist,3,2000,15,1545499,preprocessing,f_eng2,None
fashion-mnist,3,2000,15,1545499,prediction,scaling,True
fashion-mnist,3,2000,15,1545499,prediction,algorithm,SVM
fashion-mnist,3,2000,15,1585334,preprocessing,pre_scaling,False
fashion-mnist,3,2000,15,1585334,preprocessing,f_eng1,none
fashion-mnist,3,2000,15,1585334,preprocessing,f_eng2,none
fashion-mnist,3,2000,15,1585334,prediction,scaling,True
fashion-mnist,3,2000,15,1585334,prediction,algorithm,SVM
fashion-mnist,3,2000,15,1585335,preprocessing,pre_scaling,True
fashion-mnist,3,2000,15,1585335,preprocessing,f_eng1,Selection
fashion-mnist,3,2000,15,1585335,preprocessing,f_eng2,none
fashion-mnist,3,2000,15,1585335,prediction,scaling,False
fashion-mnist,3,2000,15,1585335,prediction,algorithm,SVM
fashion-mnist,3,2000,15,1585336,preprocessing,pre_scaling,False
fashion-mnist,3,2000,15,1585336,preprocessing,f_eng1,none
fashion-mnist,3,2000,15,1585336,preprocessing,f_eng2,none
fashion-mnist,3,2000,15,1585336,prediction,scaling,False
fashion-mnist,3,2000,15,1585336,prediction,algorithm,SVM
fashion-mnist,3,2000,15,1585337,preprocessing,pre_scaling,False
fashion-mnist,3,2000,15,1585337,preprocessing,f_eng1,none
fashion-mnist,3,2000,15,1585337,preprocessing,f_eng2,none
fashion-mnist,3,2000,15,1585337,prediction,scaling,True
fashion-mnist,3,2000,15,1585337,prediction,algorithm,SVM
fashion-mnist,3,2000,15,1585338,preprocessing,pre_scaling,False
fashion-mnist,3,2000,15,1585338,preprocessing,f_eng1,none
fashion-mnist,3,2000,15,1585338,preprocessing,f_eng2,none
fashion-mnist,3,2000,15,1585338,prediction,scaling,True
fashion-mnist,3,2000,15,1585338,prediction,algorithm,SVM
fashion-mnist,3,2000,30,1545505,preprocessing,pre_scaling,False
fashion-mnist,3,2000,30,1545505,preprocessing,f_eng1,Extraction
fashion-mnist,3,2000,30,1545505,preprocessing,f_eng2,Selection
fashion-mnist,3,2000,30,1545505,prediction,scaling,True
fashion-mnist,3,2000,30,1545505,prediction,algorithm,SVM
fashion-mnist,3,2000,30,1545506,preprocessing,pre_scaling,False
fashion-mnist,3,2000,30,1545506,preprocessing,f_eng1,None
fashion-mnist,3,2000,30,1545506,preprocessing,f_eng2,None
fashion-mnist,3,2000,30,1545506,prediction,scaling,True
fashion-mnist,3,2000,30,1545506,prediction,algorithm,SVM
fashion-mnist,3,2000,30,1545507,preprocessing,pre_scaling,False
fashion-mnist,3,2000,30,1545507,preprocessing,f_eng1,Selection
fashion-mnist,3,2000,30,1545507,preprocessing,f_eng2,None
fashion-mnist,3,2000,30,1545507,prediction,scaling,False
fashion-mnist,3,2000,30,1545507,prediction,algorithm,SVM
fashion-mnist,3,2000,30,1545508,preprocessing,pre_scaling,False
fashion-mnist,3,2000,30,1545508,preprocessing,f_eng1,None
fashion-mnist,3,2000,30,1545508,preprocessing,f_eng2,None
fashion-mnist,3,2000,30,1545508,prediction,scaling,True
fashion-mnist,3,2000,30,1545508,prediction,algorithm,SVM
fashion-mnist,3,2000,30,1545509,preprocessing,pre_scaling,False
fashion-mnist,3,2000,30,1545509,preprocessing,f_eng1,None
fashion-mnist,3,2000,30,1545509,preprocessing,f_eng2,None
fashion-mnist,3,2000,30,1545509,prediction,scaling,True
fashion-mnist,3,2000,30,1545509,prediction,algorithm,LogisticRegression
fashion-mnist,3,2000,30,1585344,preprocessing,pre_scaling,False
fashion-mnist,3,2000,30,1585344,preprocessing,f_eng1,none
fashion-mnist,3,2000,30,1585344,preprocessing,f_eng2,none
fashion-mnist,3,2000,30,1585344,prediction,scaling,True
fashion-mnist,3,2000,30,1585344,prediction,algorithm,MLP
fashion-mnist,3,2000,30,1585345,preprocessing,pre_scaling,False
fashion-mnist,3,2000,30,1585345,preprocessing,f_eng1,none
fashion-mnist,3,2000,30,1585345,preprocessing,f_eng2,none
fashion-mnist,3,2000,30,1585345,prediction,scaling,True
fashion-mnist,3,2000,30,1585345,prediction,algorithm,SVM
fashion-mnist,3,2000,30,1585346,preprocessing,pre_scaling,False
fashion-mnist,3,2000,30,1585346,preprocessing,f_eng1,none
fashion-mnist,3,2000,30,1585346,preprocessing,f_eng2,none
fashion-mnist,3,2000,30,1585346,prediction,scaling,True
fashion-mnist,3,2000,30,1585346,prediction,algorithm,SVM
fashion-mnist,3,2000,30,1585347,preprocessing,pre_scaling,False
fashion-mnist,3,2000,30,1585347,preprocessing,f_eng1,Extraction
fashion-mnist,3,2000,30,1585347,preprocessing,f_eng2,none
fashion-mnist,3,2000,30,1585347,prediction,scaling,False
fashion-mnist,3,2000,30,1585347,prediction,algorithm,SVM
fashion-mnist,3,2000,30,1585348,preprocessing,pre_scaling,False
fashion-mnist,3,2000,30,1585348,preprocessing,f_eng1,none
fashion-mnist,3,2000,30,1585348,preprocessing,f_eng2,none
fashion-mnist,3,2000,30,1585348,prediction,scaling,True
fashion-mnist,3,2000,30,1585348,prediction,algorithm,SVM
fashion-mnist,3,5000,15,1545500,preprocessing,pre_scaling,False
fashion-mnist,3,5000,15,1545500,preprocessing,f_eng1,Extraction
fashion-mnist,3,5000,15,1545500,preprocessing,f_eng2,None
fashion-mnist,3,5000,15,1545500,prediction,scaling,False
fashion-mnist,3,5000,15,1545500,prediction,algorithm,SVM
fashion-mnist,3,5000,15,1545501,preprocessing,pre_scaling,False
fashion-mnist,3,5000,15,1545501,preprocessing,f_eng1,None
fashion-mnist,3,5000,15,1545501,preprocessing,f_eng2,None
fashion-mnist,3,5000,15,1545501,prediction,scaling,True
fashion-mnist,3,5000,15,1545501,prediction,algorithm,SVM
fashion-mnist,3,5000,15,1545502,preprocessing,pre_scaling,False
fashion-mnist,3,5000,15,1545502,preprocessing,f_eng1,None
fashion-mnist,3,5000,15,1545502,preprocessing,f_eng2,None
fashion-mnist,3,5000,15,1545502,prediction,scaling,True
fashion-mnist,3,5000,15,1545502,prediction,algorithm,SVM
fashion-mnist,3,5000,15,1545503,preprocessing,pre_scaling,False
fashion-mnist,3,5000,15,1545503,preprocessing,f_eng1,None
fashion-mnist,3,5000,15,1545503,preprocessing,f_eng2,None
fashion-mnist,3,5000,15,1545503,prediction,scaling,True
fashion-mnist,3,5000,15,1545503,prediction,algorithm,SVM
fashion-mnist,3,5000,15,1545504,preprocessing,pre_scaling,False
fashion-mnist,3,5000,15,1545504,preprocessing,f_eng1,None
fashion-mnist,3,5000,15,1545504,preprocessing,f_eng2,None
fashion-mnist,3,5000,15,1545504,prediction,scaling,True
fashion-mnist,3,5000,15,1545504,prediction,algorithm,SVM
fashion-mnist,3,5000,15,1585339,preprocessing,pre_scaling,True
fashion-mnist,3,5000,15,1585339,preprocessing,f_eng1,none
fashion-mnist,3,5000,15,1585339,preprocessing,f_eng2,Selection
fashion-mnist,3,5000,15,1585339,prediction,scaling,False
fashion-mnist,3,5000,15,1585339,prediction,algorithm,SVM
fashion-mnist,3,5000,15,1585340,preprocessing,pre_scaling,True
fashion-mnist,3,5000,15,1585340,preprocessing,f_eng1,none
fashion-mnist,3,5000,15,1585340,preprocessing,f_eng2,Selection
fashion-mnist,3,5000,15,1585340,prediction,scaling,False
fashion-mnist,3,5000,15,1585340,prediction,algorithm,SVM
fashion-mnist,3,5000,15,1585341,preprocessing,pre_scaling,False
fashion-mnist,3,5000,15,1585341,preprocessing,f_eng1,none
fashion-mnist,3,5000,15,1585341,preprocessing,f_eng2,none
fashion-mnist,3,5000,15,1585341,prediction,scaling,True
fashion-mnist,3,5000,15,1585341,prediction,algorithm,SVM
fashion-mnist,3,5000,15,1585342,preprocessing,pre_scaling,False
fashion-mnist,3,5000,15,1585342,preprocessing,f_eng1,none
fashion-mnist,3,5000,15,1585342,preprocessing,f_eng2,none
fashion-mnist,3,5000,15,1585342,prediction,scaling,True
fashion-mnist,3,5000,15,1585342,prediction,algorithm,SVM
fashion-mnist,3,5000,15,1585343,preprocessing,pre_scaling,False
fashion-mnist,3,5000,15,1585343,preprocessing,f_eng1,none
fashion-mnist,3,5000,15,1585343,preprocessing,f_eng2,none
fashion-mnist,3,5000,15,1585343,prediction,scaling,True
fashion-mnist,3,5000,15,1585343,prediction,algorithm,LogisticRegression
svhn,1,2000,10,1547594,preprocessing,pre_scaling,False
svhn,1,2000,10,1547594,preprocessing,f_eng1,None
svhn,1,2000,10,1547594,preprocessing,f_eng2,Selection
svhn,1,2000,10,1547594,prediction,scaling,True
svhn,1,2000,10,1547594,prediction,algorithm,KNeighbors
svhn,1,2000,10,1547595,preprocessing,pre_scaling,False
svhn,1,2000,10,1547595,preprocessing,f_eng1,None
svhn,1,2000,10,1547595,preprocessing,f_eng2,Selection
svhn,1,2000,10,1547595,prediction,scaling,True
svhn,1,2000,10,1547595,prediction,algorithm,KNeighbors
svhn,1,2000,10,1547596,preprocessing,pre_scaling,False
svhn,1,2000,10,1547596,preprocessing,f_eng1,Selection
svhn,1,2000,10,1547596,preprocessing,f_eng2,None
svhn,1,2000,10,1547596,prediction,scaling,False
svhn,1,2000,10,1547596,prediction,algorithm,KNeighbors
svhn,1,2000,10,1547597,preprocessing,pre_scaling,False
svhn,1,2000,10,1547597,preprocessing,f_eng1,None
svhn,1,2000,10,1547597,preprocessing,f_eng2,None
svhn,1,2000,10,1547597,prediction,scaling,True
svhn,1,2000,10,1547597,prediction,algorithm,DecisionTree
svhn,1,2000,10,1547598,preprocessing,pre_scaling,True
svhn,1,2000,10,1547598,preprocessing,f_eng1,Extraction
svhn,1,2000,10,1547598,preprocessing,f_eng2,Selection
svhn,1,2000,10,1547598,prediction,scaling,True
svhn,1,2000,10,1547598,prediction,algorithm,KNeighbors
svhn,1,2000,10,1585228,preprocessing,pre_scaling,True
svhn,1,2000,10,1585228,preprocessing,f_eng1,Selection
svhn,1,2000,10,1585228,preprocessing,f_eng2,none
svhn,1,2000,10,1585228,prediction,scaling,False
svhn,1,2000,10,1585228,prediction,algorithm,KNeighbors
svhn,1,2000,10,1585229,preprocessing,pre_scaling,False
svhn,1,2000,10,1585229,preprocessing,f_eng1,Selection
svhn,1,2000,10,1585229,preprocessing,f_eng2,none
svhn,1,2000,10,1585229,prediction,scaling,True
svhn,1,2000,10,1585229,prediction,algorithm,MLP
svhn,1,2000,10,1585231,preprocessing,pre_scaling,True
svhn,1,2000,10,1585231,preprocessing,f_eng1,Extraction
svhn,1,2000,10,1585231,preprocessing,f_eng2,none
svhn,1,2000,10,1585231,prediction,scaling,True
svhn,1,2000,10,1585231,prediction,algorithm,KNeighbors
svhn,1,2000,10,1585232,preprocessing,pre_scaling,False
svhn,1,2000,10,1585232,preprocessing,f_eng1,Selection
svhn,1,2000,10,1585232,preprocessing,f_eng2,Extraction
svhn,1,2000,10,1585232,prediction,scaling,True
svhn,1,2000,10,1585232,prediction,algorithm,AdaBoost
svhn,1,2000,10,1585428,preprocessing,pre_scaling,False
svhn,1,2000,10,1585428,preprocessing,f_eng1,none
svhn,1,2000,10,1585428,preprocessing,f_eng2,Selection
svhn,1,2000,10,1585428,prediction,scaling,True
svhn,1,2000,10,1585428,prediction,algorithm,KNeighbors
svhn,1,2000,20,1547604,preprocessing,pre_scaling,False
svhn,1,2000,20,1547604,preprocessing,f_eng1,None
svhn,1,2000,20,1547604,preprocessing,f_eng2,Selection
svhn,1,2000,20,1547604,prediction,scaling,False
svhn,1,2000,20,1547604,prediction,algorithm,KNeighbors
svhn,1,2000,20,1547605,preprocessing,pre_scaling,False
svhn,1,2000,20,1547605,preprocessing,f_eng1,Selection
svhn,1,2000,20,1547605,preprocessing,f_eng2,Extraction
svhn,1,2000,20,1547605,prediction,scaling,True
svhn,1,2000,20,1547605,prediction,algorithm,KNeighbors
svhn,1,2000,20,1547606,preprocessing,pre_scaling,False
svhn,1,2000,20,1547606,preprocessing,f_eng1,None
svhn,1,2000,20,1547606,preprocessing,f_eng2,Selection
svhn,1,2000,20,1547606,prediction,scaling,True
svhn,1,2000,20,1547606,prediction,algorithm,SVM
svhn,1,2000,20,1547607,preprocessing,pre_scaling,True
svhn,1,2000,20,1547607,preprocessing,f_eng1,Selection
svhn,1,2000,20,1547607,preprocessing,f_eng2,None
svhn,1,2000,20,1547607,prediction,scaling,False
svhn,1,2000,20,1547607,prediction,algorithm,KNeighbors
svhn,1,2000,20,1547608,preprocessing,pre_scaling,False
svhn,1,2000,20,1547608,preprocessing,f_eng1,None
svhn,1,2000,20,1547608,preprocessing,f_eng2,None
svhn,1,2000,20,1547608,prediction,scaling,True
svhn,1,2000,20,1547608,prediction,algorithm,MLP
svhn,1,2000,20,1585238,preprocessing,pre_scaling,True
svhn,1,2000,20,1585238,preprocessing,f_eng1,none
svhn,1,2000,20,1585238,preprocessing,f_eng2,Selection
svhn,1,2000,20,1585238,prediction,scaling,False
svhn,1,2000,20,1585238,prediction,algorithm,MLP
svhn,1,2000,20,1585239,preprocessing,pre_scaling,True
svhn,1,2000,20,1585239,preprocessing,f_eng1,none
svhn,1,2000,20,1585239,preprocessing,f_eng2,Extraction
svhn,1,2000,20,1585239,prediction,scaling,True
svhn,1,2000,20,1585239,prediction,algorithm,KNeighbors
svhn,1,2000,20,1585240,preprocessing,pre_scaling,False
svhn,1,2000,20,1585240,preprocessing,f_eng1,none
svhn,1,2000,20,1585240,preprocessing,f_eng2,none
svhn,1,2000,20,1585240,prediction,scaling,True
svhn,1,2000,20,1585240,prediction,algorithm,MLP
svhn,1,2000,20,1585241,preprocessing,pre_scaling,False
svhn,1,2000,20,1585241,preprocessing,f_eng1,Selection
svhn,1,2000,20,1585241,preprocessing,f_eng2,none
svhn,1,2000,20,1585241,prediction,scaling,False
svhn,1,2000,20,1585241,prediction,algorithm,KNeighbors
svhn,1,2000,20,1585242,preprocessing,pre_scaling,True
svhn,1,2000,20,1585242,preprocessing,f_eng1,Selection
svhn,1,2000,20,1585242,preprocessing,f_eng2,Extraction
svhn,1,2000,20,1585242,prediction,scaling,False
svhn,1,2000,20,1585242,prediction,algorithm,KNeighbors
svhn,1,5000,10,1547599,preprocessing,pre_scaling,False
svhn,1,5000,10,1547599,preprocessing,f_eng1,Extraction
svhn,1,5000,10,1547599,preprocessing,f_eng2,None
svhn,1,5000,10,1547599,prediction,scaling,True
svhn,1,5000,10,1547599,prediction,algorithm,KNeighbors
svhn,1,5000,10,1547600,preprocessing,pre_scaling,False
svhn,1,5000,10,1547600,preprocessing,f_eng1,Extraction
svhn,1,5000,10,1547600,preprocessing,f_eng2,None
svhn,1,5000,10,1547600,prediction,scaling,True
svhn,1,5000,10,1547600,prediction,algorithm,MLP
svhn,1,5000,10,1547601,preprocessing,pre_scaling,False
svhn,1,5000,10,1547601,preprocessing,f_eng1,None
svhn,1,5000,10,1547601,preprocessing,f_eng2,Selection
svhn,1,5000,10,1547601,prediction,scaling,True
svhn,1,5000,10,1547601,prediction,algorithm,KNeighbors
svhn,1,5000,10,1547602,preprocessing,pre_scaling,False
svhn,1,5000,10,1547602,preprocessing,f_eng1,None
svhn,1,5000,10,1547602,preprocessing,f_eng2,Selection
svhn,1,5000,10,1547602,prediction,scaling,True
svhn,1,5000,10,1547602,prediction,algorithm,KNeighbors
svhn,1,5000,10,1547603,preprocessing,pre_scaling,True
svhn,1,5000,10,1547603,preprocessing,f_eng1,None
svhn,1,5000,10,1547603,preprocessing,f_eng2,Selection
svhn,1,5000,10,1547603,prediction,scaling,False
svhn,1,5000,10,1547603,prediction,algorithm,KNeighbors
svhn,1,5000,10,1585233,preprocessing,pre_scaling,False
svhn,1,5000,10,1585233,preprocessing,f_eng1,Selection
svhn,1,5000,10,1585233,preprocessing,f_eng2,Extraction
svhn,1,5000,10,1585233,prediction,scaling,False
svhn,1,5000,10,1585233,prediction,algorithm,KNeighbors
svhn,1,5000,10,1585234,preprocessing,pre_scaling,True
svhn,1,5000,10,1585234,preprocessing,f_eng1,none
svhn,1,5000,10,1585234,preprocessing,f_eng2,Selection
svhn,1,5000,10,1585234,prediction,scaling,False
svhn,1,5000,10,1585234,prediction,algorithm,SVM
svhn,1,5000,10,1585235,preprocessing,pre_scaling,False
svhn,1,5000,10,1585235,preprocessing,f_eng1,Selection
svhn,1,5000,10,1585235,preprocessing,f_eng2,Extraction
svhn,1,5000,10,1585235,prediction,scaling,True
svhn,1,5000,10,1585235,prediction,algorithm,KNeighbors
svhn,1,5000,10,1585236,preprocessing,pre_scaling,False
svhn,1,5000,10,1585236,preprocessing,f_eng1,none
svhn,1,5000,10,1585236,preprocessing,f_eng2,Selection
svhn,1,5000,10,1585236,prediction,scaling,True
svhn,1,5000,10,1585236,prediction,algorithm,SVM
svhn,1,5000,10,1585237,preprocessing,pre_scaling,False
svhn,1,5000,10,1585237,preprocessing,f_eng1,none
svhn,1,5000,10,1585237,preprocessing,f_eng2,Selection
svhn,1,5000,10,1585237,prediction,scaling,False
svhn,1,5000,10,1585237,prediction,algorithm,KNeighbors
svhn,3,2000,15,1554194,preprocessing,pre_scaling,False
svhn,3,2000,15,1554194,preprocessing,f_eng1,None
svhn,3,2000,15,1554194,preprocessing,f_eng2,None
svhn,3,2000,15,1554194,prediction,scaling,False
svhn,3,2000,15,1554194,prediction,algorithm,DecisionTree
svhn,3,2000,15,1554195,preprocessing,pre_scaling,False
svhn,3,2000,15,1554195,preprocessing,f_eng1,None
svhn,3,2000,15,1554195,preprocessing,f_eng2,None
svhn,3,2000,15,1554195,prediction,scaling,False
svhn,3,2000,15,1554195,prediction,algorithm,DecisionTree
svhn,3,2000,15,1554196,preprocessing,pre_scaling,False
svhn,3,2000,15,1554196,preprocessing,f_eng1,None
svhn,3,2000,15,1554196,preprocessing,f_eng2,None
svhn,3,2000,15,1554196,prediction,scaling,True
svhn,3,2000,15,1554196,prediction,algorithm,DecisionTree
svhn,3,2000,15,1554197,preprocessing,pre_scaling,False
svhn,3,2000,15,1554197,preprocessing,f_eng1,None
svhn,3,2000,15,1554197,preprocessing,f_eng2,Selection
svhn,3,2000,15,1554197,prediction,scaling,False
svhn,3,2000,15,1554197,prediction,algorithm,KNeighbors
svhn,3,2000,15,1554198,preprocessing,pre_scaling,False
svhn,3,2000,15,1554198,preprocessing,f_eng1,None
svhn,3,2000,15,1554198,preprocessing,f_eng2,Selection
svhn,3,2000,15,1554198,prediction,scaling,True
svhn,3,2000,15,1554198,prediction,algorithm,KNeighbors
svhn,3,2000,15,1585213,preprocessing,pre_scaling,False
svhn,3,2000,15,1585213,preprocessing,f_eng1,Selection
svhn,3,2000,15,1585213,preprocessing,f_eng2,none
svhn,3,2000,15,1585213,prediction,scaling,True
svhn,3,2000,15,1585213,prediction,algorithm,SVM
svhn,3,2000,15,1585214,preprocessing,pre_scaling,False
svhn,3,2000,15,1585214,preprocessing,f_eng1,none
svhn,3,2000,15,1585214,preprocessing,f_eng2,Selection
svhn,3,2000,15,1585214,prediction,scaling,False
svhn,3,2000,15,1585214,prediction,algorithm,KNeighbors
svhn,3,2000,15,1585215,preprocessing,pre_scaling,False
svhn,3,2000,15,1585215,preprocessing,f_eng1,none
svhn,3,2000,15,1585215,preprocessing,f_eng2,none
svhn,3,2000,15,1585215,prediction,scaling,False
svhn,3,2000,15,1585215,prediction,algorithm,KNeighbors
svhn,3,2000,15,1585216,preprocessing,pre_scaling,False
svhn,3,2000,15,1585216,preprocessing,f_eng1,none
svhn,3,2000,15,1585216,preprocessing,f_eng2,none
svhn,3,2000,15,1585216,prediction,scaling,False
svhn,3,2000,15,1585216,prediction,algorithm,DecisionTree
svhn,3,2000,15,1585217,preprocessing,pre_scaling,False
svhn,3,2000,15,1585217,preprocessing,f_eng1,none
svhn,3,2000,15,1585217,preprocessing,f_eng2,none
svhn,3,2000,15,1585217,prediction,scaling,False
svhn,3,2000,15,1585217,prediction,algorithm,DecisionTree
svhn,3,2000,30,1547589,preprocessing,pre_scaling,False
svhn,3,2000,30,1547589,preprocessing,f_eng1,Selection
svhn,3,2000,30,1547589,preprocessing,f_eng2,None
svhn,3,2000,30,1547589,prediction,scaling,True
svhn,3,2000,30,1547589,prediction,algorithm,SVM
svhn,3,2000,30,1547590,preprocessing,pre_scaling,True
svhn,3,2000,30,1547590,preprocessing,f_eng1,None
svhn,3,2000,30,1547590,preprocessing,f_eng2,Extraction
svhn,3,2000,30,1547590,prediction,scaling,True
svhn,3,2000,30,1547590,prediction,algorithm,KNeighbors
svhn,3,2000,30,1547591,preprocessing,pre_scaling,False
svhn,3,2000,30,1547591,preprocessing,f_eng1,None
svhn,3,2000,30,1547591,preprocessing,f_eng2,Selection
svhn,3,2000,30,1547591,prediction,scaling,True
svhn,3,2000,30,1547591,prediction,algorithm,KNeighbors
svhn,3,2000,30,1547592,preprocessing,pre_scaling,True
svhn,3,2000,30,1547592,preprocessing,f_eng1,None
svhn,3,2000,30,1547592,preprocessing,f_eng2,Extraction
svhn,3,2000,30,1547592,prediction,scaling,False
svhn,3,2000,30,1547592,prediction,algorithm,KNeighbors
svhn,3,2000,30,1547593,preprocessing,pre_scaling,True
svhn,3,2000,30,1547593,preprocessing,f_eng1,Selection
svhn,3,2000,30,1547593,preprocessing,f_eng2,None
svhn,3,2000,30,1547593,prediction,scaling,False
svhn,3,2000,30,1547593,prediction,algorithm,KNeighbors
svhn,3,2000,30,1585223,preprocessing,pre_scaling,True
svhn,3,2000,30,1585223,preprocessing,f_eng1,Selection
svhn,3,2000,30,1585223,preprocessing,f_eng2,Extraction
svhn,3,2000,30,1585223,prediction,scaling,False
svhn,3,2000,30,1585223,prediction,algorithm,KNeighbors
svhn,3,2000,30,1585224,preprocessing,pre_scaling,True
svhn,3,2000,30,1585224,preprocessing,f_eng1,Selection
svhn,3,2000,30,1585224,preprocessing,f_eng2,Extraction
svhn,3,2000,30,1585224,prediction,scaling,False
svhn,3,2000,30,1585224,prediction,algorithm,MLP
svhn,3,2000,30,1585225,preprocessing,pre_scaling,False
svhn,3,2000,30,1585225,preprocessing,f_eng1,none
svhn,3,2000,30,1585225,preprocessing,f_eng2,Selection
svhn,3,2000,30,1585225,prediction,scaling,True
svhn,3,2000,30,1585225,prediction,algorithm,MLP
svhn,3,2000,30,1585226,preprocessing,pre_scaling,False
svhn,3,2000,30,1585226,preprocessing,f_eng1,Extraction
svhn,3,2000,30,1585226,preprocessing,f_eng2,Selection
svhn,3,2000,30,1585226,prediction,scaling,False
svhn,3,2000,30,1585226,prediction,algorithm,MLP
svhn,3,2000,30,1585227,preprocessing,pre_scaling,False
svhn,3,2000,30,1585227,preprocessing,f_eng1,none
svhn,3,2000,30,1585227,preprocessing,f_eng2,Selection
svhn,3,2000,30,1585227,prediction,scaling,False
svhn,3,2000,30,1585227,prediction,algorithm,KNeighbors
svhn,3,5000,15,1547584,preprocessing,pre_scaling,False
svhn,3,5000,15,1547584,preprocessing,f_eng1,None
svhn,3,5000,15,1547584,preprocessing,f_eng2,Selection
svhn,3,5000,15,1547584,prediction,scaling,False
svhn,3,5000,15,1547584,prediction,algorithm,KNeighbors
svhn,3,5000,15,1547585,preprocessing,pre_scaling,False
svhn,3,5000,15,1547585,preprocessing,f_eng1,None
svhn,3,5000,15,1547585,preprocessing,f_eng2,None
svhn,3,5000,15,1547585,prediction,scaling,False
svhn,3,5000,15,1547585,prediction,algorithm,DecisionTree
svhn,3,5000,15,1547586,preprocessing,pre_scaling,False
svhn,3,5000,15,1547586,preprocessing,f_eng1,Selection
svhn,3,5000,15,1547586,preprocessing,f_eng2,None
svhn,3,5000,15,1547586,prediction,scaling,False
svhn,3,5000,15,1547586,prediction,algorithm,KNeighbors
svhn,3,5000,15,1547587,preprocessing,pre_scaling,False
svhn,3,5000,15,1547587,preprocessing,f_eng1,None
svhn,3,5000,15,1547587,preprocessing,f_eng2,None
svhn,3,5000,15,1547587,prediction,scaling,True
svhn,3,5000,15,1547587,prediction,algorithm,KNeighbors
svhn,3,5000,15,1547588,preprocessing,pre_scaling,False
svhn,3,5000,15,1547588,preprocessing,f_eng1,None
svhn,3,5000,15,1547588,preprocessing,f_eng2,None
svhn,3,5000,15,1547588,prediction,scaling,False
svhn,3,5000,15,1547588,prediction,algorithm,DecisionTree
svhn,3,5000,15,1585218,preprocessing,pre_scaling,False
svhn,3,5000,15,1585218,preprocessing,f_eng1,none
svhn,3,5000,15,1585218,preprocessing,f_eng2,none
svhn,3,5000,15,1585218,prediction,scaling,False
svhn,3,5000,15,1585218,prediction,algorithm,DecisionTree
svhn,3,5000,15,1585219,preprocessing,pre_scaling,False
svhn,3,5000,15,1585219,preprocessing,f_eng1,none
svhn,3,5000,15,1585219,preprocessing,f_eng2,none
svhn,3,5000,15,1585219,prediction,scaling,False
svhn,3,5000,15,1585219,prediction,algorithm,KNeighbors
svhn,3,5000,15,1585220,preprocessing,pre_scaling,False
svhn,3,5000,15,1585220,preprocessing,f_eng1,Extraction
svhn,3,5000,15,1585220,preprocessing,f_eng2,none
svhn,3,5000,15,1585220,prediction,scaling,False
svhn,3,5000,15,1585220,prediction,algorithm,KNeighbors
svhn,3,5000,15,1585221,preprocessing,pre_scaling,False
svhn,3,5000,15,1585221,preprocessing,f_eng1,Selection
svhn,3,5000,15,1585221,preprocessing,f_eng2,none
svhn,3,5000,15,1585221,prediction,scaling,False
svhn,3,5000,15,1585221,prediction,algorithm,KNeighbors
svhn,3,5000,15,1585222,preprocessing,pre_scaling,False
svhn,3,5000,15,1585222,preprocessing,f_eng1,Selection
svhn,3,5000,15,1585222,preprocessing,f_eng2,Extraction
svhn,3,5000,15,1585222,prediction,scaling,False
svhn,3,5000,15,1585222,prediction,algorithm,KNeighbors
