,16,2,1,4,3,10,9,5,17,13,15,12,8,7,6,11,14
2013-07-21,10.0,18.0,6.0,4.0,3.0,12.0,6.0,23.0,21.0,5.0,21.0,11.0,11.0,10.0,10.0,12.0,4.0
2013-07-22,5.0,15.0,13.0,6.0,5.0,9.0,11.0,25.0,3.0,2.0,12.0,20.0,8.0,10.0,5.0,6.0,3.0
2013-07-23,8.0,11.0,10.0,9.0,6.0,5.0,5.0,19.0,7.0,7.0,6.0,12.0,17.0,12.0,7.0,5.0,9.0
2013-07-24,1.0,16.0,12.0,5.0,6.0,8.0,7.0,21.0,9.0,5.0,5.0,11.0,9.0,16.0,5.0,4.0,4.0
2013-07-25,4.0,13.0,14.0,8.0,6.0,10.0,10.0,23.0,8.0,5.0,9.0,15.0,15.0,17.0,4.0,7.0,3.0
2013-07-26,2.0,12.0,8.0,7.0,2.0,13.0,4.0,30.0,3.0,7.0,11.0,16.0,15.0,13.0,5.0,4.0,4.0
2013-07-27,9.0,22.0,18.0,14.0,6.0,7.0,8.0,34.0,5.0,5.0,25.0,17.0,17.0,16.0,5.0,19.0,3.0
2013-07-28,5.0,33.0,15.0,14.0,8.0,10.0,12.0,23.0,7.0,7.0,9.0,21.0,20.0,15.0,7.0,10.0,7.0
2013-07-29,5.0,7.0,6.0,6.0,6.0,9.0,6.0,23.0,8.0,1.0,11.0,13.0,9.0,11.0,7.0,11.0,3.0
2013-07-30,4.0,12.0,9.0,2.0,5.0,15.0,4.0,16.0,4.0,3.0,9.0,10.0,12.0,18.0,9.0,5.0,3.0
2013-07-31,2.0,14.0,8.0,5.0,9.0,11.0,5.0,21.0,4.0,4.0,10.0,20.0,10.0,14.0,4.0,13.0,3.0
2013-08-01,6.0,9.0,15.0,7.0,1.0,6.0,5.0,34.0,7.0,3.0,10.0,12.0,18.0,10.0,2.0,5.0,10.0
2013-08-02,8.0,19.0,12.0,11.0,4.0,15.0,5.0,29.0,5.0,6.0,10.0,17.0,10.0,16.0,6.0,6.0,6.0
2013-08-03,1.0,15.0,11.0,8.0,4.0,13.0,11.0,32.0,5.0,3.0,14.0,16.0,17.0,19.0,12.0,11.0,4.0
2013-08-04,3.0,11.0,5.0,8.0,5.0,12.0,12.0,31.0,9.0,9.0,19.0,20.0,21.0,22.0,7.0,11.0,9.0
2013-08-05,0.0,12.0,17.0,6.0,3.0,13.0,8.0,25.0,2.0,6.0,9.0,10.0,12.0,24.0,11.0,8.0,4.0
2013-08-06,4.0,7.0,12.0,7.0,2.0,8.0,4.0,14.0,4.0,8.0,11.0,19.0,9.0,11.0,11.0,11.0,1.0
2013-08-07,6.0,14.0,16.0,5.0,4.0,11.0,8.0,22.0,7.0,8.0,6.0,14.0,6.0,25.0,3.0,15.0,2.0
2013-08-08,5.0,18.0,10.0,8.0,5.0,12.0,5.0,26.0,5.0,2.0,16.0,7.0,12.0,16.0,5.0,9.0,2.0
2013-08-09,7.0,16.0,14.0,7.0,6.0,17.0,4.0,29.0,9.0,7.0,11.0,23.0,12.0,17.0,4.0,10.0,2.0
2013-08-10,6.0,12.0,12.0,11.0,5.0,16.0,13.0,29.0,12.0,7.0,14.0,18.0,14.0,20.0,7.0,16.0,3.0
2013-08-11,2.0,4.0,2.0,1.0,0.0,3.0,5.0,4.0,2.0,0.0,5.0,3.0,3.0,5.0,0.0,0.0,2.0
2013-08-12,1.0,16.0,6.0,10.0,5.0,6.0,12.0,24.0,6.0,3.0,12.0,24.0,11.0,14.0,2.0,8.0,2.0
2013-08-13,4.0,13.0,10.0,6.0,6.0,12.0,16.0,14.0,7.0,3.0,3.0,17.0,17.0,16.0,10.0,13.0,4.0
2013-08-14,3.0,11.0,17.0,8.0,3.0,7.0,8.0,22.0,2.0,2.0,9.0,19.0,8.0,12.0,14.0,5.0,7.0
2013-08-15,0.0,5.0,3.0,1.0,2.0,3.0,2.0,7.0,2.0,1.0,3.0,4.0,4.0,6.0,0.0,3.0,1.0
2013-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-18,7.0,9.0,3.0,6.0,2.0,9.0,7.0,9.0,6.0,5.0,7.0,5.0,3.0,14.0,5.0,4.0,1.0
2013-08-19,0.0,18.0,12.0,9.0,3.0,10.0,4.0,20.0,3.0,5.0,5.0,17.0,12.0,11.0,8.0,4.0,1.0
2013-08-20,3.0,15.0,13.0,7.0,4.0,11.0,5.0,17.0,2.0,3.0,5.0,11.0,8.0,14.0,5.0,4.0,2.0
2013-08-21,3.0,10.0,8.0,7.0,4.0,6.0,10.0,14.0,4.0,7.0,10.0,13.0,9.0,19.0,5.0,6.0,3.0
2013-08-22,3.0,9.0,9.0,6.0,2.0,10.0,13.0,17.0,5.0,1.0,6.0,15.0,16.0,19.0,7.0,8.0,5.0
2013-08-23,8.0,10.0,5.0,11.0,2.0,9.0,14.0,23.0,6.0,9.0,7.0,15.0,10.0,11.0,9.0,7.0,4.0
2013-08-24,6.0,16.0,10.0,8.0,3.0,13.0,20.0,25.0,2.0,10.0,11.0,23.0,18.0,12.0,14.0,15.0,7.0
2013-08-25,6.0,14.0,8.0,1.0,1.0,10.0,15.0,21.0,4.0,7.0,12.0,13.0,16.0,22.0,10.0,19.0,6.0
2013-08-26,2.0,11.0,8.0,6.0,5.0,5.0,4.0,15.0,1.0,6.0,10.0,15.0,13.0,15.0,4.0,3.0,1.0
2013-08-27,3.0,15.0,14.0,4.0,4.0,8.0,5.0,17.0,11.0,4.0,4.0,16.0,8.0,13.0,5.0,3.0,1.0
2013-08-28,5.0,13.0,4.0,7.0,7.0,9.0,7.0,25.0,4.0,1.0,7.0,9.0,9.0,14.0,2.0,6.0,2.0
2013-08-29,1.0,10.0,7.0,3.0,2.0,5.0,5.0,14.0,3.0,2.0,8.0,3.0,8.0,5.0,1.0,3.0,1.0
2013-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013-08-31,5.0,19.0,15.0,6.0,6.0,19.0,8.0,22.0,5.0,9.0,16.0,7.0,14.0,10.0,8.0,7.0,2.0
2013-09-01,6.0,19.0,7.0,10.0,2.0,10.0,2.0,25.0,5.0,4.0,18.0,12.0,6.0,14.0,4.0,16.0,7.0
2013-09-02,5.0,13.0,7.0,7.0,3.0,10.0,5.0,22.0,3.0,2.0,12.0,12.0,6.0,13.0,4.0,7.0,4.0
2013-09-03,1.0,13.0,4.0,3.0,2.0,11.0,6.0,14.0,8.0,6.0,5.0,13.0,11.0,16.0,3.0,6.0,2.0
2013-09-04,8.0,8.0,11.0,4.0,5.0,10.0,8.0,26.0,4.0,8.0,12.0,6.0,9.0,19.0,6.0,9.0,3.0
2013-09-05,4.0,15.0,13.0,8.0,1.0,12.0,7.0,26.0,5.0,4.0,13.0,12.0,9.0,19.0,5.0,6.0,3.0
2013-09-06,1.0,20.0,16.0,5.0,5.0,11.0,2.0,27.0,7.0,10.0,8.0,19.0,6.0,12.0,5.0,8.0,2.0
2013-09-07,10.0,9.0,9.0,5.0,4.0,14.0,12.0,30.0,10.0,5.0,15.0,24.0,6.0,22.0,8.0,13.0,8.0
2013-09-08,4.0,11.0,6.0,4.0,2.0,7.0,4.0,13.0,9.0,8.0,11.0,19.0,6.0,11.0,10.0,7.0,4.0
2013-09-09,2.0,16.0,10.0,6.0,4.0,8.0,10.0,23.0,7.0,3.0,13.0,20.0,13.0,16.0,1.0,9.0,3.0
2013-09-10,4.0,8.0,10.0,7.0,4.0,14.0,6.0,23.0,12.0,5.0,6.0,11.0,8.0,10.0,9.0,5.0,0.0
2013-09-11,3.0,8.0,11.0,10.0,2.0,12.0,6.0,18.0,3.0,7.0,11.0,11.0,11.0,12.0,4.0,5.0,5.0
2013-09-12,6.0,11.0,13.0,7.0,3.0,13.0,7.0,20.0,4.0,3.0,11.0,10.0,11.0,25.0,7.0,5.0,4.0
2013-09-13,2.0,12.0,18.0,12.0,1.0,5.0,7.0,16.0,7.0,1.0,12.0,9.0,14.0,14.0,3.0,11.0,1.0
2013-09-14,3.0,14.0,7.0,5.0,2.0,5.0,9.0,21.0,7.0,6.0,9.0,17.0,9.0,12.0,7.0,9.0,5.0
2013-09-15,6.0,11.0,5.0,5.0,2.0,8.0,10.0,15.0,6.0,5.0,10.0,11.0,15.0,23.0,3.0,13.0,9.0
2013-09-16,3.0,16.0,14.0,3.0,5.0,6.0,9.0,20.0,3.0,6.0,4.0,14.0,15.0,12.0,7.0,9.0,2.0
2013-09-17,6.0,12.0,16.0,6.0,2.0,16.0,8.0,39.0,8.0,9.0,11.0,15.0,17.0,7.0,5.0,9.0,6.0
2013-09-18,2.0,15.0,11.0,8.0,3.0,10.0,11.0,15.0,4.0,6.0,7.0,14.0,8.0,12.0,6.0,7.0,3.0
2013-09-19,4.0,10.0,14.0,8.0,1.0,6.0,8.0,17.0,6.0,1.0,8.0,12.0,6.0,10.0,7.0,2.0,1.0
2013-09-20,4.0,8.0,19.0,6.0,5.0,18.0,14.0,26.0,6.0,7.0,10.0,20.0,7.0,16.0,5.0,15.0,1.0
