fold,config_id,result
14,35,0.1034242670228816
2,36,0.9003690129977919
10,36,0.8900052118074125
14,36,0.8886172507101537
2,37,0.11222091646468504
10,37,0.1123332020543657
14,37,0.11240807605954126
2,38,0.09790141158260254
10,38,0.10133258681704313
14,38,0.10076519768666306
2,39,0.3257739552262068
10,39,0.3168889161102701
14,39,0.3554370788800537
2,40,0.8900957764775723
10,40,0.8929759275908008
14,40,0.8898918488240387
18,33,0.8942532839018638
0,33,0.8467953552717148
18,34,0.1008022881250392
0,34,0.09846660123115153
18,35,0.09746112472348402
0,35,0.0984838197674066
18,36,0.9006130445090237
0,36,0.8972673394097569
18,37,0.11248270506126967
0,37,0.11244172780918203
18,38,0.09913494290289583
0,38,0.09681370866916804
18,39,0.4430507083710905
0,39,0.4271251266941743
18,40,0.912616232925106
0,40,0.9055388367251032
6,33,0.8582906878988009
6,34,0.09965873668404604
6,35,0.10528970713359023
6,36,0.9050005204667516
6,37,0.11229591769153877
6,38,0.09863423893225744
6,39,0.4221749184835343
6,40,0.9036813531298036
5,33,0.8352662651920806
4,33,0.8312732755939338
5,34,0.09665128650499027
4,34,0.10095117665723778
5,35,0.10992895722508242
4,35,0.0979415714394787
5,36,0.8863511320179398
4,36,0.8850904127770758
5,37,0.11229591769153877
4,37,0.11225825735405716
5,38,0.09762807344542927
4,38,0.09925614981416024
5,39,0.3073155971311846
4,39,0.35670527884367953
5,40,0.8990033942190172
4,40,0.8871123707096821
1,38,0.12441319199545996
8,38,0.10298435690508848
1,28,0.1021606956546349
8,28,0.1012999038960292
1,34,0.09852378293253827
8,34,0.10030426741962988
1,2,0.10048955420187376
8,2,0.09731795317165697
7,41,0.3450863156034125
1,41,0.3493770766503931
8,41,0.4133284162834793
7,42,0.09962591421918912
1,42,0.0991638847221741
8,42,0.10128210113408416
7,43,0.14695519192307893
1,43,0.10475903993799704
8,43,0.13590412722530393
7,44,0.7662621802498791
1,44,0.8084579533749275
8,44,0.8195777407952154
7,45,0.8516263777133999
1,45,0.8606113660427397
8,45,0.8507015999806933
7,46,0.4596964555916675
1,46,0.332792713571763
8,46,0.2300738527223453
7,47,0.09662652581996654
1,47,0.10380857757480907
8,47,0.10966874842347504
7,48,0.5867498330219678
1,48,0.5684380569695838
8,48,0.6130161307225584
7,49,0.8552996778792374
1,49,0.8400053065506883
8,49,0.8553455502517096
7,50,0.19582560870531607
1,50,0.2139379513745164
8,50,0.10433724570493713
7,51,0.17302171557434215
1,51,0.16197237312378382
8,51,0.18309621835668494
10,41,0.32633357149622644
18,41,0.8166583998990543
0,41,0.3034131962860541
10,42,0.09933875829303138
18,42,0.1028112421984752
0,42,0.10214844886716468
10,43,0.11395418758112695
18,43,0.11886403114553387
0,43,0.10180059635047672
10,44,0.8118505596313055
18,44,0.882870010787441
0,44,0.798353250824537
10,45,0.8402978783847104
18,45,0.8895685651707506
0,45,0.856080308024918
10,46,0.21701486903032446
18,46,0.5225279262770485
0,46,0.30611616428612953
10,47,0.11002372792275476
18,47,0.10178775825446401
0,47,0.09943558647714563
10,48,0.5613343928960589
18,48,0.8288168095267701
0,48,0.5493617473572794
10,49,0.8212446504269575
18,49,0.8882396723874505
0,49,0.8358042436268629
10,50,0.18920294117385333
18,50,0.19090399302399824
0,50,0.0988082712620378
10,51,0.12865524072050366
18,51,0.11389673790040268
0,51,0.2005991571707456
16,41,0.4951511829850779
2,41,0.4177805861636779
6,41,0.4085276694252616
16,42,0.10107422550484686
2,42,0.10125378631960956
6,42,0.0996326584676899
16,43,0.10337557450527343
2,43,0.1234025668227988
6,43,0.11179343079053974
16,44,0.8037678300406876
2,44,0.8506304284384472
6,44,0.8252532895581455
16,45,0.8406929773519709
2,45,0.8507032534237536
6,45,0.8646400999410769
16,46,0.3415295483112001
2,46,0.3397087805623951
6,46,0.4098814835605568
16,47,0.09840191069692393
2,47,0.10055889381607004
6,47,0.10665044481008254
16,48,0.5751923891364241
2,48,0.7146900226820186
6,48,0.6085354494279438
16,49,0.8353304355311348
2,49,0.8466492613190704
6,49,0.8412459287499421
16,50,0.19374931265279552
2,50,0.23931614431272874
6,50,0.16857676080139314
16,51,0.13304122498903198
2,51,0.11473040022845625
6,51,0.1702420453605012
5,41,0.3801768991884664
4,41,0.3690606314042605
5,42,0.10329323755775358
4,42,0.1022750660184539
5,43,0.11776646162061866
4,43,0.12405556867220348
5,44,0.8059069485231604
4,44,0.8132484464962312
5,45,0.8473311299175595
4,45,0.8470329389605595
5,46,0.3468510544934089
4,46,0.2248923754375008
5,47,0.0985987728092653
4,47,0.10025611672752448
5,48,0.5769617470712312
4,48,0.655192509571638
5,49,0.8352989276489504
4,49,0.8375999470240594
5,50,0.11169409150671654
4,50,0.11676323868082968
5,51,0.10129755601023392
4,51,0.10693472550338468
11,38,0.1023677184150007
13,38,0.09773301437585367
11,34,0.0987452995533206
13,34,0.1007476111375433
11,41,0.4840199216011401
3,41,0.4131657296875752
13,41,0.4630184044201052
11,42,0.10172309923207916
3,42,0.09925838695062554
13,42,0.09839861784895268
11,43,0.1350720176304024
3,43,0.10458472345754424
13,43,0.10073751035417143
11,44,0.8561481810091793
3,44,0.8192434116255258
13,44,0.7978284101341131
11,45,0.8731744373334323
3,45,0.8733546253368274
13,45,0.8588590442847863
11,46,0.3346740222626047
3,46,0.4980027439840314
13,46,0.23088306882157986
11,47,0.09973865510962024
3,47,0.09793716926007298
13,47,0.10306089187421964
11,48,0.5960933466789531
3,48,0.6345890869174624
13,48,0.5965147121378088
11,49,0.8764725814210944
3,49,0.8600266981695033
13,49,0.8404656253280238
11,50,0.16675548152817452
3,50,0.12202187613553607
13,50,0.20038885027562392
11,51,0.15947261859661202
3,51,0.15019375570829124
13,51,0.1322289695491735
7,52,0.09863254771835993
6,52,0.0999681181881586
16,52,0.09940744112387052
7,53,0.2769812585686095
6,53,0.2874776602071707
16,53,0.2993677709006758
7,54,0.10630123365937716
6,54,0.09833037847509082
16,54,0.10072206500716643
7,55,0.11229591769153877
6,55,0.10828473200921217
16,55,0.11240807605954126
7,56,0.8335925376770874
6,56,0.8395486481033159
16,56,0.8198709147801599
7,57,0.18685373958611928
6,57,0.10165598227658088
16,57,0.1432236498347667
7,58,0.8552725857279707
6,58,0.8612773557732414
16,58,0.8413896350853521
7,59,0.14324305003875126
6,59,0.11132426588346504
16,59,0.09873860347598612
7,60,0.10129206361485593
6,60,0.10027504888122787
16,60,0.10378198735867357
7,61,0.8215910393102817
6,61,0.8623427622337513
16,61,0.8322805692197731
7,62,0.8332286067833469
6,62,0.8542438638534794
16,62,0.84036495279778
7,63,0.0979727032104192
6,63,0.09464241586935417
16,63,0.10242434117727303
7,64,0.8253040792008681
6,64,0.8379361292635326
16,64,0.8230541317313775
7,65,0.10126891623350456
6,65,0.09931427915905884
16,65,0.10207310312101127
7,66,0.10094171554789458
6,66,0.12107324431731965
16,66,0.1174499881288074
7,67,0.0999885932598068
6,67,0.09564010082266364
16,67,0.09176309198059517
7,68,0.6561737064120116
6,68,0.6351162697157224
16,68,0.5852609065876531
7,69,0.09863478485482527
6,69,0.10096588105169327
16,69,0.0901040812429904
11,52,0.10073429158601954
3,52,0.1055819967115232
13,52,0.10443554174915112
11,53,0.4918036817533883
3,53,0.1994069734110952
13,53,0.24964808775585384
11,54,0.10106544689858343
3,54,0.09991495435490967
13,54,0.09940420694908512
11,55,0.11240807605954126
3,55,0.11225825735405716
13,55,0.1103946532407493
11,56,0.8530456794971716
3,56,0.8482144152879519
13,56,0.8140037041775219
11,57,0.212468966902304
3,57,0.1821923000120543
13,57,0.12277896556482365
11,58,0.8697146361162614
3,58,0.8619717360344911
13,58,0.8575075994702719
11,59,0.15759336931895182
3,59,0.15348480395731956
13,59,0.1555614752140345
11,60,0.09639084287805104
3,60,0.09625381810038636
13,60,0.0974019331431092
11,61,0.8654364769187625
3,61,0.8533691230113831
13,61,0.8397492468083879
11,62,0.8691107568346708
3,62,0.8559536616690829
13,62,0.8488095684481525
11,63,0.08294351922019237
3,63,0.08920011090072807
13,63,0.10036661862649447
11,64,0.8481522124339342
3,64,0.8436697262293895
13,64,0.8218382012658088
11,65,0.10578558334175794
3,65,0.1002794736230512
13,65,0.10005761317992393
11,66,0.10240992168809897
3,66,0.10090688816714292
13,66,0.1023967642261734
11,67,0.09672525473701356
3,67,0.09759994647971278
13,67,0.10139976230611332
11,68,0.5712576752042741
3,68,0.6583284714479924
13,68,0.5644996233943187
11,69,0.09839536130255404
3,69,0.10425179827504412
13,69,0.09936102952636204
1,52,0.09750771759188384
8,52,0.10230426741962988
1,53,0.23383391468500075
8,53,0.2484786282995724
1,54,0.1022128864191996
8,54,0.09963925912775592
1,55,0.11247894525759757
8,55,0.1096113539331495
1,56,0.8266885460664014
8,56,0.8382286854649605
1,57,0.10180860065185328
8,57,0.13777574671220502
1,58,0.8661873964020431
8,58,0.8476400269897769
1,59,0.1476000138003916
8,59,0.1455795910253151
1,60,0.102502954682108
8,60,0.10163489560415524
1,61,0.8316949581592246
8,61,0.8553234003857163
1,62,0.8439868628040328
8,62,0.8333089472124614
1,63,0.1015340285915564
8,63,0.09191218977652547
1,64,0.8479873082747815
8,64,0.8287560271603642
1,65,0.09848276167409438
8,65,0.09997648797234727
1,66,0.09751555108880264
8,66,0.09661696567332782
1,67,0.09917390154862687
8,67,0.09793635891686936
1,68,0.6253375703817815
8,68,0.6367121667891521
1,69,0.09817272266393128
8,69,0.0986237099218286
9,34,0.09966695649399944
9,38,0.10065827870545524
9,52,0.0996827320300203
9,53,0.2565913838311287
9,54,0.10197123129691796
9,55,0.1109976427889233
9,56,0.7709193300583532
9,57,0.10229901074420056
9,58,0.8366997820657505
9,59,0.11234664728187016
9,60,0.09802026823507036
9,61,0.8447530070308547
9,62,0.8384516802564572
9,63,0.0953515580529943
9,64,0.8344592426334267
9,65,0.0993109168116455
9,66,0.09965874671779792
9,67,0.09800369453377313
9,68,0.4813802805861002
9,69,0.10136252770555247
2,63,0.1095857000476941
10,63,0.0980015183741509
14,63,0.10947665167671858
2,67,0.09823588922788698
10,67,0.09833758435013372
14,67,0.09775422639379484
2,69,0.09921094679887088
10,69,0.105659679362209
14,69,0.10073092465822893
17,63,0.10204447097548776
17,28,0.09872419791677148
17,34,0.10175429321034636
17,38,0.10637229684021958
17,2,0.09906975878855001
17,70,0.10172309923207916
1,70,0.0975138648050348
10,70,0.0976730112314976
17,71,0.12432231604649566
1,71,0.10447313746394912
10,71,0.09797986401434176
17,72,0.8213685504822392
1,72,0.8280250155339605
10,72,0.7879264104301827
17,73,0.11240807605954126
1,73,0.10816550880955464
10,73,0.11032986315620212
17,74,0.10738125286814264
1,74,0.1018330162174143
10,74,0.10131628464702698
17,75,0.10175204859181926
1,75,0.09983545095210236
10,75,0.10791532438352727
17,76,0.10007200333250506
1,76,0.09749564960116644
10,76,0.1039789999107215
17,77,0.10107976297134516
1,77,0.09917502573780544
10,77,0.10065995935889333
17,78,0.7157242684400212
1,78,0.6831595106134869
10,78,0.6369261025100857
17,79,0.552509849814603
1,79,0.4362913062168872
10,79,0.3759273417231464
17,80,0.8246819484907151
1,80,0.8226674506670293
10,80,0.7905906509106275
17,81,0.7945100210777932
1,81,0.7617076770171682
10,81,0.7480262252187317
7,70,0.10429547469421888
6,70,0.09828637032790727
16,70,0.09838411731497956
7,71,0.11222140212618878
6,71,0.10229100042128823
16,71,0.1156877868485202
7,72,0.8063445947219183
6,72,0.8219130233167562
16,72,0.8050167642471274
7,73,0.11064575267503712
6,73,0.110305867940295
16,73,0.11240807605954126
7,74,0.10696690281068574
6,74,0.10061601322909013
16,74,0.10509103747389856
7,75,0.10465889250449638
6,75,0.1260491760084553
16,75,0.10641463138964896
7,76,0.09597948889349517
6,76,0.1022876550201349
16,76,0.09906529192310906
7,77,0.109026394485587
6,77,0.09695693250583197
16,77,0.0987330660094878
7,78,0.7473168052355671
6,78,0.6555910272986629
16,78,0.6236901791408603
7,79,0.5338914262056277
6,79,0.5867158978844895
16,79,0.5166485125947579
7,80,0.8160097095755854
6,80,0.8252907507118536
16,80,0.8080213049686715
7,81,0.7881348234793427
6,81,0.7530604285811734
16,81,0.8010989855769676
2,70,0.09859155652047072
14,70,0.10708324827474938
2,71,0.11528791758319765
14,71,0.11371022326460715
2,72,0.8160357885495996
14,72,0.8084115137352821
2,73,0.11222091646468504
14,73,0.11240807605954126
2,74,0.1029170758448806
14,74,0.10506982545595744
2,75,0.10362433428122217
14,75,0.09934851506988523
2,76,0.10188712521241257
14,76,0.09771193511091776
2,77,0.10426716479812767
14,77,0.09873082139096072
2,78,0.7523955819363809
14,78,0.699336889952715
2,79,0.6190672107767353
14,79,0.5310026093710682
2,80,0.8230077281500898
14,80,0.8111292575494351
2,81,0.8275491179094316
14,81,0.75687936482372
9,70,0.1026778118933252
9,71,0.1010071776642683
9,72,0.7974248393305422
9,73,0.10867969813970044
9,74,0.10265604208281956
9,75,0.08659927327051127
9,76,0.09698586949318276
9,77,0.10165269198029972
9,78,0.6543692460587316
9,79,0.4235756640747839
9,80,0.8200808902145112
9,81,0.7587304236582124
5,67,0.09729026583916532
4,67,0.09959276099374302
5,63,0.0979826042005182
4,63,0.09455993324767224
5,70,0.09830145152149193
4,70,0.10092815567504168
5,71,0.11950706553175602
4,71,0.1360270864757753
5,72,0.7949810711212362
4,72,0.8056491983317591
5,73,0.10797750973133977
4,73,0.1102682076028134
5,74,0.10564670511927483
4,74,0.10223954939914984
5,75,0.10067898166156393
4,75,0.0952678815630324
5,76,0.10064278095644882
4,76,0.10093279538115107
5,77,0.10061601322909013
4,77,0.10595301787488537
5,78,0.6258647387026592
4,78,0.6640077076228629
5,79,0.4795848587262814
4,79,0.4241332422456021
5,80,0.8119478742024258
4,80,0.793982893363173
5,81,0.7503301897053374
4,81,0.7448913494350415
3,76,0.09893329623259853
10,82,0.8208824610334311
17,82,0.8580433756972365
9,82,0.8404322278478327
10,83,0.3293617226535239
17,83,0.4588883064779432
9,83,0.36839940568965457
2,82,0.8416572306298897
14,82,0.8481786084025845
2,83,0.3237551802474812
14,83,0.4703013852517923
16,82,0.8373592087221733
5,82,0.8382354539570956
4,82,0.8182410279031203
16,83,0.4501788807736532
5,83,0.35142715520675577
4,83,0.3331983384401985
11,82,0.8720955026901406
3,82,0.8636753336092579
13,82,0.8397959686551332
11,83,0.4597545940644902
3,83,0.3667270644471275
13,83,0.4679886679524398
18,67,0.10678137964222814
0,67,0.09382786347953964
18,63,0.10212501500803048
0,63,0.10445158242333004
18,82,0.8862440359138108
0,82,0.8417584147942657
18,83,0.7036011107200211
0,83,0.2894730886857996
